source,model,point,block,name,description,longdescription,dtype,unit,category,meanings,labels
ss40k_inverter,40104,VoltWattOpenLoopResponseTime,fixed,VoltWattOpenLoopResponseTime,Volt-Watt Open-Loop Response Time,Value from Site Configuration Grid/Grid Support/Volt-Watt (Voltage-Active Power). Response time used for open-loop Volt-Watt changes. Data code: 40104.VoltWattOpenLoopResponseTime,uint16,N/A,VoltageActivePowerMode,,Level of Detail: Complete; Equipment: Inverter; Component: Grid; Type of Data: Settings; Feature: Grid Support
ss40k_inverter,40104,reserved16,fixed,reserved16,reserved16,Reserved Data code: 40104.reserved16,string,string,VoltageActivePowerMode,,
ss40k_inverter,40104,FrequencyActivePowerModeStatus,fixed,FrequencyActivePowerModeStatus,Frequency-Active Power Mode,Value from Site Configuration Grid/Grid Support/Freq-Watt (Frequency-Active Power). Indicates whether frequency-power (Freq-Watt) control is currently enabled. Data code: 40104.FrequencyActivePowerModeStatus,enum16,N/A,FrequencyActivePowerMode,"{0: 'disable', 1: 'enable'}",Level of Detail: Complete; Equipment: Inverter; Component: Grid; Type of Data: Settings; Type of Data: Status; Feature: Grid Support
ss40k_inverter,40104,FreqWattOpenLoopResponseTime,fixed,FreqWattOpenLoopResponseTime,Open-Loop Response Time,Value from Site Configuration Grid/Grid Support/Freq-Watt (Frequency-Active Power). Response time applied to open-loop frequency-power adjustments. Data code: 40104.FreqWattOpenLoopResponseTime,uint16,N/A,FrequencyActivePowerMode,,Level of Detail: Complete; Equipment: Inverter; Component: Grid; Type of Data: Settings; Feature: Grid Support
ss40k_inverter,40104,OverFrequencyDroop_dbOF,fixed,OverFrequencyDroop_dbOF,Over-Frequency Droop: Deadband,Value from Site Configuration Grid/Grid Support/Freq-Watt (Frequency-Active Power). Over Frequency Droop dbOF â€” Deadband around nominal frequency before active power reduction begins. Data code: 40104.OverFrequencyDroop_dbOF,uint16,N/A,FrequencyActivePowerMode,,Level of Detail: Complete; Equipment: Inverter; Component: Grid; Type of Data: Settings; Feature: Grid Support
ss40k_inverter,40104,OverFrequencyDroop_kOF,fixed,OverFrequencyDroop_kOF,Over-Frequency Droop: Gain (k),Value from Site Configuration Grid/Grid Support/Freq-Watt (Frequency-Active Power). Over Frequency Droop kOF â€” Slope (gain k) of active power reduction versus frequency rise above nominal. Data code: 40104.OverFrequencyDroop_kOF,uint16,N/A,FrequencyActivePowerMode,,Level of Detail: Complete; Equipment: Inverter; Component: Grid; Type of Data: Settings; Feature: Grid Support
ss40k_inverter,40104,UnderFrequencyDroop_dbUF,fixed,UnderFrequencyDroop_dbUF,Under-Frequency Droop: Deadband,Value from Site Configuration Grid/Grid Support/Freq-Watt (Frequency-Active Power). Under Frequency Droop dbUF â€” Deadband around nominal frequency before active power increase/response begins. Data code: 40104.UnderFrequencyDroop_dbUF,uint16,N/A,FrequencyActivePowerMode,,Level of Detail: Complete; Equipment: Inverter; Component: Grid; Type of Data: Settings; Feature: Grid Support
ss40k_inverter,40104,UnderFrequencyDroop_kUF,fixed,UnderFrequencyDroop_kUF,Under-Frequency Droop: Gain (k),Value from Site Configuration Grid/Grid Support/Freq-Watt (Frequency-Active Power). Under Frequency Droop kUF â€” Slope (gain k) of active power response versus frequency drop below nominal. Data code: 40104.UnderFrequencyDroop_kUF,uint16,N/A,FrequencyActivePowerMode,,Level of Detail: Complete; Equipment: Inverter; Component: Grid; Type of Data: Settings; Feature: Grid Support
ss40k_inverter,40104,reserved17,fixed,reserved17,reserved17,Reserved Data code: 40104.reserved17,string,string,FrequencyActivePowerMode,,
ss40k_inverter,40104,LimitActivePowerStatus,fixed,LimitActivePowerStatus,Limit Power Output,"Value from Site Configuration Inverter/Power Limits. Shows whether power output limiting is currently active. When not limited, the inverter can deliver its full available power (subject only to natural hardware limits). When limited, an external or configured cap is applied to restrict inverter output to the specified Power Limit. Data code: 40104.LimitActivePowerStatus",enum16,N/A,LimitActivePower,"{0: 'disable', 1: 'enable'}",Level of Detail: Complete; Equipment: Inverter; Component: AC Side; Type of Data: Settings; Type of Data: Status; Unit: Power; Feature: Power Limits
ss40k_inverter,40104,ActivePowerPercent,fixed,ActivePowerPercent,Power Limit,"Value from Site Configuration Inverter/Power Limits. The inverter's present active-power output limit as a percentage of its rated capacity. If power limiting is active, the inverter will limit its output power to this percentage of its rated capacity. Data code: 40104.ActivePowerPercent",uint16,%,LimitActivePower,,Level of Detail: Complete; Equipment: Inverter; Component: AC Side; Type of Data: Settings; Unit: Power; Feature: Power Limits
ss40k_inverter,40104,reserved18,fixed,reserved18,reserved18,Reserved Data code: 40104.reserved18,string,string,LimitActivePower,,
ss40k_inverter,40104,FeedInGridStatus,fixed,FeedInGridStatus,Allow Selling Power to Grid,Value from Site Configuration Inverter/Selling Power. Allows the inverter to sell/export power back to the utility grid. Enable this only if local regulations and interconnect agreements permit grid export. Data code: 40104.FeedInGridStatus,enum16,N/A,FeedInGrid,"{0: 'disable,', 1: 'enable'}",Level of Detail: Complete; Equipment: Inverter; Component: AC Side; Type of Data: Settings; Type of Data: Status; Feature: Selling Power
ss40k_inverter,40104,FeedInGridMaxPower,fixed,FeedInGridMaxPower,Max Power Sold to Grid,Value from Site Configuration Inverter/Selling Power. Sets the maximum power the inverter is allowed to sell/export to the grid. Use this to meet utility export limits or site commissioning requirements. Data code: 40104.FeedInGridMaxPower,uint32,W,FeedInGrid,,Level of Detail: Complete; Equipment: Inverter; Component: AC Side; Type of Data: Settings; Unit: Power; Feature: Selling Power
ss40k_inverter,40104,FastzeroExportstatus,fixed,FastzeroExportstatus,Prevent Grid Export: Strict Mode,"Value from Site Configuration Inverter/Selling Power. Keeps power export at or near zero by adjusting inverter output in real time. When enabled, the inverter supplies only local (on-site) loads and will not send power back to the grid. This mode is required when grid export is not allowed. Ensure the CTs are installed on the grid connection point and  not on the inverter's load side, so the inverter can correctly detect and prevent export. Data code: 40104.FastzeroExportstatus",enum16,N/A,FeedInGrid,"{0: 'disable,', 1: 'enable'}",Level of Detail: Complete; Equipment: Inverter; Component: AC Side; Type of Data: Settings; Type of Data: Status; Feature: Selling Power
ss40k_inverter,40104,FeedInGridPowerMaxSetValue,fixed,FeedInGridPowerMaxSetValue,FeedInGridPowerMaxSetValue,FeedInGridPowerMaxSetValue Data code: 40104.FeedInGridPowerMaxSetValue,uint16,W,FeedInGrid,,Level of Detail: Complete; Equipment: Inverter; Component: AC Side; Type of Data: Settings; Unit: Power
ss40k_inverter,40104,reserved19,fixed,reserved19,reserved19,Reserved Data code: 40104.reserved19,string,string,FeedInGrid,,
ss40k_inverter,40104,ACChargeStatus,fixed,ACChargeStatus,Allow Battery Charging from Grid,Value from Site Configuration Battery/Grid Charge. Enables the battery to charge from the utility grid. This value is set on the inverter. Data code: 40104.ACChargeStatus,enum16,N/A,ACCharge,"{0: 'disable', 1: 'enable'}",Level of Detail: Complete; Equipment: Battery; Component: Battery; Type of Data: Settings; Type of Data: Status; Feature: Grid Charge
ss40k_inverter,40104,ACChargePower,fixed,ACChargePower,Grid Charge Power Limit,Value from Site Configuration Battery/Grid Charge. Sets the maximum power the inverter will draw from the grid for charging. This cap applies when Grid Charge is enabled (and within any configured time windows). This value is set on the inverter. Data code: 40104.ACChargePower,uint16,W,ACCharge,,Level of Detail: Complete; Equipment: Battery; Component: Battery; Type of Data: Settings; Unit: Power; Feature: Grid Charge
ss40k_inverter,40104,ACChargeType,fixed,ACChargeType,Grid Charge Control Type,Value from Site Configuration Battery/Grid Charge. Select whether grid charging follows a time schedule or SOC/voltage thresholds. This value is set on the inverter. Data code: 40104.ACChargeType,enum16,N/A,ACCharge,"{0: 'according to time', 1: 'according to SOC/Volt'}",Level of Detail: Complete; Equipment: Battery; Component: Battery; Type of Data: Settings; Type of Data: Status; Feature: Grid Charge
ss40k_inverter,40104,ACChgStartSOC,fixed,ACChgStartSOC,Grid Charge SOC Range Start SOC,Value from Site Configuration Battery/Grid Charge. Defines when grid charging starts and stops based on battery state of charge (SOC). Charging starts when SOC falls below Start SOC and stops when it reaches Stop SOC. This value is set on the inverter. Data code: 40104.ACChgStartSOC,uint16,%,ACCharge,,Level of Detail: Complete; Equipment: Battery; Component: Battery; Type of Data: Settings; Unit: %; Feature: Grid Charge
ss40k_inverter,40104,ACChgStopSOC,fixed,ACChgStopSOC,Grid Charge SOC Range SOC,Value from Site Configuration Battery/Grid Charge. Defines when grid charging starts and stops based on battery state of charge (SOC). Charging starts when SOC falls below Start SOC and stops when it reaches Stop SOC. This value is set on the inverter. Data code: 40104.ACChgStopSOC,uint16,%,ACCharge,,Level of Detail: Complete; Equipment: Battery; Component: Battery; Type of Data: Settings; Unit: %; Feature: Grid Charge
ss40k_inverter,40104,acChgST1,fixed,acChgST1,Grid Charge Windows Window 1 Start Minute,"Value from Site Configuration Battery/Grid Charge. During these times, your battery will continue to charge from solar power normally, but will also use additional power from the grid to charge the battery. This value is set on the inverter. Data code: 40104.acChgST1",bitsplit,bitsplit,ACCharge,"{'0-7': 'Minute', '8-15': 'Hour'}",Level of Detail: Complete; Equipment: Battery; Component: Battery; Type of Data: Settings; Feature: Grid Charge
ss40k_inverter,40104,acChgET1,fixed,acChgET1,Grid Charge Windows Window 1 End Minute,"Value from Site Configuration Battery/Grid Charge. During these times, your battery will continue to charge from solar power normally, but will also use additional power from the grid to charge the battery. This value is set on the inverter. Data code: 40104.acChgET1",bitsplit,bitsplit,ACCharge,"{'0-7': 'Minute', '8-15': 'Hour'}",Level of Detail: Complete; Equipment: Battery; Component: Battery; Type of Data: Settings; Feature: Grid Charge
ss40k_inverter,40104,acChgST2,fixed,acChgST2,Grid Charge Windows Window 2 Start Minute,"Value from Site Configuration Battery/Grid Charge. During these times, your battery will continue to charge from solar power normally, but will also use additional power from the grid to charge the battery. This value is set on the inverter. Data code: 40104.acChgST2",bitsplit,bitsplit,ACCharge,"{'0-7': 'Minute', '8-15': 'Hour'}",Level of Detail: Complete; Equipment: Battery; Component: Battery; Type of Data: Settings; Feature: Grid Charge
ss40k_inverter,40104,acChgET2,fixed,acChgET2,Grid Charge Windows Window 2 End Minute,"Value from Site Configuration Battery/Grid Charge. During these times, your battery will continue to charge from solar power normally, but will also use additional power from the grid to charge the battery. This value is set on the inverter. Data code: 40104.acChgET2",bitsplit,bitsplit,ACCharge,"{'0-7': 'Minute', '8-15': 'Hour'}",Level of Detail: Complete; Equipment: Battery; Component: Battery; Type of Data: Settings; Feature: Grid Charge
ss40k_inverter,40104,acChgST3,fixed,acChgST3,Grid Charge Windows Window 3 Start Minute,"Value from Site Configuration Battery/Grid Charge. During these times, your battery will continue to charge from solar power normally, but will also use additional power from the grid to charge the battery. This value is set on the inverter. Data code: 40104.acChgST3",bitsplit,bitsplit,ACCharge,"{'0-7': 'Minute', '8-15': 'Hour'}",Level of Detail: Complete; Equipment: Battery; Component: Battery; Type of Data: Settings; Feature: Grid Charge
ss40k_inverter,40104,acChgET3,fixed,acChgET3,Grid Charge Windows Window 3 End Minute,"Value from Site Configuration Battery/Grid Charge. During these times, your battery will continue to charge from solar power normally, but will also use additional power from the grid to charge the battery. This value is set on the inverter. Data code: 40104.acChgET3",bitsplit,bitsplit,ACCharge,"{'0-7': 'Minute', '8-15': 'Hour'}",Level of Detail: Complete; Equipment: Battery; Component: Battery; Type of Data: Settings; Feature: Grid Charge
ss40k_inverter,40104,ACChargePowerMaxSetValue,fixed,ACChargePowerMaxSetValue,ACChargePowerMaxSetValue,ACChargePowerMaxSetValue Data code: 40104.ACChargePowerMaxSetValue,uint16,N/A,ACCharge,,Level of Detail: Complete; Equipment: Inverter; Component: AC Side; Type of Data: Settings
ss40k_inverter,40104,reserved20,fixed,reserved20,reserved20,Reserved Data code: 40104.reserved20,string,string,ACCharge,,
ss40k_inverter,40104,OffGridOutput,fixed,OffGridOutput,Off-Grid Output,Value from Site Configuration Backup Power/Backup Power. Controls whether the inverter provides AC output when operating without the utility grid. Disable to prevent output in off-grid mode. Data code: 40104.OffGridOutput,enum16,N/A,BackupPower,"{0: 'disable,', 1: 'enable'}",Level of Detail: Complete; Equipment: Inverter; Component: Backup Power; Component: Backup Power; Type of Data: Settings; Type of Data: Status
ss40k_inverter,40104,EPSVoltage,fixed,EPSVoltage,Backup (EPS) Output Voltage,Value from Site Configuration Backup Power/Backup Power. Selects the AC output voltage when operating in backup (EPS) mode. Match this to your local service voltage for proper compatibility with connected loads. Data code: 40104.EPSVoltage,uint16,N/A,BackupPower,,Level of Detail: Complete; Equipment: Inverter; Component: Backup Power; Component: Backup Power; Type of Data: Settings
ss40k_inverter,40104,reserved21,fixed,reserved21,reserved21,Reserved Data code: 40104.reserved21,string,string,BackupPower,,
ss40k_inverter,40104,LinkedPort,fixed,LinkedPort,Generator Port Connection,"Value from Site Configuration Generator/Generator. If using a generator, select which port it's connected to â€” either the GEN port or the Grid Input port (sometimes called microgrid mode). If no generator is installed, leave this setting on GEN port. Data code: 40104.LinkedPort",enum16,N/A,Generator,"{0: 'MicroGridDisalbe', 1: 'MicroGridEnalbe'}",Level of Detail: Complete; Equipment: Inverter; Component: Generator; Type of Data: Settings; Type of Data: Status
ss40k_inverter,40104,BatteryChargeCurrentLimit,fixed,BatteryChargeCurrentLimit,Battery Charge Current Limit,Value from Site Configuration Generator/Generator. Sets the maximum DC current the inverter will send to the battery when charging from the generator. Data code: 40104.BatteryChargeCurrentLimit,uint32,uint32,Generator,,Level of Detail: Complete; Equipment: Inverter; Component: Generator; Type of Data: Settings
ss40k_inverter,40104,GeneratorRatedPower,fixed,GeneratorRatedPower,Generator Rated Power,Value from Site Configuration Generator/Generator. Specify the generator's continuous rated output power. Data code: 40104.GeneratorRatedPower,uint16,N/A,Generator,,Level of Detail: Complete; Equipment: Inverter; Component: Generator; Type of Data: Settings
ss40k_inverter,40104,GeneratorCoolDownTime,fixed,GeneratorCoolDownTime,Generator Cool-Down Time,Value from Site Configuration Generator/Generator. Sets the time the generator continues running after charging stops to allow for safe cooling. Data code: 40104.GeneratorCoolDownTime,uint16,N/A,Generator,,Level of Detail: Complete; Equipment: Inverter; Component: Generator; Type of Data: Settings
ss40k_inverter,40104,socGenStart,fixed,socGenStart,Generator Start/Stop SOC Start SOC,Value from Site Configuration Generator/Generator. Configures the battery state of charge thresholds for automatic generator control. The generator will start when battery SOC drops to StartSOC and stop when it reaches StopSOC. Data code: 40104.socGenStart,uint16,%,Generator,,Level of Detail: Complete; Equipment: Inverter; Component: Generator; Type of Data: Settings; Unit: %
ss40k_inverter,40104,socGenEnd,fixed,socGenEnd,Generator Start/Stop SOC Stop SOC,Value from Site Configuration Generator/Generator. Configures the battery state of charge thresholds for automatic generator control. The generator will start when battery SOC drops to StartSOC and stop when it reaches StopSOC. Data code: 40104.socGenEnd,uint16,%,Generator,,Level of Detail: Complete; Equipment: Inverter; Component: Generator; Type of Data: Settings; Unit: %
ss40k_inverter,40104,GeneratorBoost,fixed,GeneratorBoost,Generator Boost,Value from Site Configuration Generator/Generator. Enables dynamic adjustment of generator charging power for faster battery recovery when needed. Data code: 40104.GeneratorBoost,enum16,N/A,Generator,"{0: 'Disable', 1: 'Enable'}",Level of Detail: Complete; Equipment: Inverter; Component: Generator; Type of Data: Settings; Type of Data: Status
ss40k_inverter,40104,StartGeneratorExercise,fixed,StartGeneratorExercise,Battery Quick Charge with Generator,Value from Site Configuration Generator/Generator. Start the generator to charge the battery. Data code: 40104.StartGeneratorExercise,enum16,N/A,Generator,"{0: 'Disable', 1: 'Enable'}",Level of Detail: Complete; Equipment: Inverter; Component: Generator; Type of Data: Settings; Type of Data: Status
ss40k_inverter,40104,reserved22,fixed,reserved22,reserved22,Reserved Data code: 40104.reserved22,string,string,Generator,,
ss40k_inverter,40104,ACCoupledPV,fixed,ACCoupledPV,AC Coupled PV,Value from Site Configuration AC Coupled PV/AC Coupled PV. Enable this option when connecting a grid-tied solar inverter (AC Coupled PV) to the system. Disable when no AC Coupled PV is present. Data code: 40104.ACCoupledPV,enum16,N/A,ACCoupledPV,{0: 'Disable'},Level of Detail: Complete; Equipment: Inverter; Component: PV-AC Couple; Type of Data: Settings; Type of Data: Status
ss40k_inverter,40104,socAcCplOn,fixed,socAcCplOn,AC Coupled PV Start SOC,Value from Site Configuration AC Coupled PV/AC Coupled PV. Defines the battery state-of-charge thresholds that control when the inverter allows AC Coupled PV charging to start and stop. Data code: 40104.socAcCplOn,uint16,%,ACCoupledPV,,Level of Detail: Complete; Equipment: Inverter; Component: PV-AC Couple; Type of Data: Settings; Unit: %
ss40k_inverter,40104,socAcCplOff,fixed,socAcCplOff,AC Coupled PV Stop SOC,Value from Site Configuration AC Coupled PV/AC Coupled PV. Defines the battery state-of-charge thresholds that control when the inverter allows AC Coupled PV charging to start and stop. Data code: 40104.socAcCplOff,uint16,%,ACCoupledPV,,Level of Detail: Complete; Equipment: Inverter; Component: PV-AC Couple; Type of Data: Settings; Unit: %
ss40k_inverter,40104,reserved23,fixed,reserved23,reserved23,Reserved Data code: 40104.reserved23,string,string,ACCoupledPV,,
ss40k_inverter,40104,SmartLoad,fixed,SmartLoad,Use Smart Load,Value from Site Configuration Smart Load/Smart Load. Powers non-essential loads only when excess solar or battery energy is available. Enable this to automatically use surplus energy for optional circuits. Data code: 40104.SmartLoad,enum16,N/A,LoadShedding,{0: 'Disable'},Level of Detail: Complete; Equipment: Inverter; Component: Smart Load; Component: Smart Load; Type of Data: Settings; Type of Data: Status
ss40k_inverter,40104,OnGridAlwaysOn,fixed,OnGridAlwaysOn,Smart Load On-Grid Behavior,"Value from Site Configuration Smart Load/Smart Load. Determines Smart Load behavior while the system is connected to the grid. When enabled, the Smart Load remains powered even if normal control conditions are not met. (AKA: **On-Grid Always On**.) Data code: 40104.OnGridAlwaysOn",enum16,N/A,LoadShedding,"{0: 'disable,', 1: 'enable'}",Level of Detail: Complete; Equipment: Inverter; Component: Smart Load; Component: Smart Load; Type of Data: Settings; Type of Data: Status
ss40k_inverter,40104,StartPVPower,fixed,StartPVPower,Smart Load Start Power,Value from Site Configuration Smart Load/Smart Load. Defines when the Smart Load turns on. The Smart Load port is energized once PV power exceeds this threshold **and** the battery SOC is above the start limit. Data code: 40104.StartPVPower,uint32,uint32,LoadShedding,,Level of Detail: Complete; Equipment: Inverter; Component: Smart Load; Component: Smart Load; Type of Data: Settings
ss40k_inverter,40104,SmartLoadOnSoc,fixed,SmartLoadOnSoc,Smart Load Start SOC,Value from Site Configuration Smart Load/Smart Load. Defines the battery state-of-charge limits that control the Smart Load. The Smart Load turns on when SOC rises above the start limit **and** PV power exceeds the start power limit.  Smart load turns off when SOC falls below the stop limit. Data code: 40104.SmartLoadOnSoc,uint16,%,LoadShedding,,Level of Detail: Complete; Equipment: Inverter; Component: Smart Load; Component: Smart Load; Type of Data: Settings; Unit: %
ss40k_inverter,40104,SmartLoadOffSoc,fixed,SmartLoadOffSoc,Smart Load Stopp SOC,Value from Site Configuration Smart Load/Smart Load. Defines the battery state-of-charge limits that control the Smart Load. The Smart Load turns on when SOC rises above the start limit **and** PV power exceeds the start power limit.  Smart load turns off when SOC falls below the stop limit. Data code: 40104.SmartLoadOffSoc,uint16,%,LoadShedding,,Level of Detail: Complete; Equipment: Inverter; Component: Smart Load; Component: Smart Load; Type of Data: Settings; Unit: %
ss40k_inverter,40104,reserved24,fixed,reserved24,reserved24,Reserved Data code: 40104.reserved24,string,string,LoadShedding,,
ss40k_inverter,40104,ModbusAddr,fixed,ModbusAddr,Parallel unit ID,"Value from Site Configuration Inverter/Parallel. The Unit ID (also known as the unit ID, slave ID, or node ID) for this inverter. The primary inverter should use address 1, and any secondary inverters should use 2 or higher. This sets the modbus address that inverters use to communicate with each other. Each inverter that communicates on the same Modbus communication line must have a unique address, but addresses do not need to be globally unique across separate, unconnected systems. Data code: 40104.ModbusAddr",uint16,N/A,Parallel,,Level of Detail: Complete; Equipment: Inverter; Component: AC Side; Type of Data: Settings; Feature: Parallel
ss40k_inverter,40104,SystemType,fixed,SystemType,System Type,"Value from Site Configuration Inverter/Parallel. Defines how this inverter participates in a multi-inverter or multi-phase system. - No Parallel: Single inverter system.
- Single-phase Parallel (Master / Secondary): Multiple inverters on one phase.
- Three-phase Parallel (Master): Multiple inverters forming R/S/T phases. Data code: 40104.SystemType",enum16,N/A,Parallel,"{0: 'no parallel (single one)', 2: 'Secondary', 3: 'Three phase parallel(Master)', 4: '2*208(Master)'}",Level of Detail: Complete; Equipment: Inverter; Component: AC Side; Type of Data: Settings; Type of Data: Status; Feature: Parallel
ss40k_inverter,40104,ComposedPhase,fixed,ComposedPhase,Assigned Phase,"Value from Site Configuration Inverter/Parallel. Selects which output phase this inverter is responsible for in a three-phase system. R, S, and T correspond to L1, L2, and L3. Data code: 40104.ComposedPhase",enum16,N/A,Parallel,"{1: 'R', 2: 'S', 3: 'T'}",Level of Detail: Complete; Equipment: Inverter; Component: AC Side; Type of Data: Settings; Type of Data: Status; Feature: Parallel
ss40k_inverter,40104,DetectedGridPhases,fixed,DetectedGridPhases,Detected Grid Phases,Value from Site Configuration Inverter/Parallel. Attribute in Parallel cluster Data code: 40104.DetectedGridPhases,enum16,N/A,Parallel,"{0: 'None', 1: 'R', 2: 'S', 3: 'T'}",Level of Detail: Complete; Equipment: Inverter; Component: AC Side; Type of Data: Settings; Type of Data: Status; Feature: Parallel
ss40k_inverter,40104,ShareBatteryStatus,fixed,ShareBatteryStatus,Share Battery,Value from Site Configuration Inverter/Parallel. Allows inverters in a parallel group to use a common battery bank instead of keeping batteries isolated per inverter. Data code: 40104.ShareBatteryStatus,enum16,N/A,Parallel,"{0: 'Battery connect parallel', 1: 'Battery connect independence'}",Level of Detail: Complete; Equipment: Inverter; Component: AC Side; Type of Data: Settings; Type of Data: Status; Feature: Parallel
ss40k_inverter,40104,ParallelNum,fixed,ParallelNum,Inverters in parallel,Value from Site Configuration Inverter/Parallel. Total number of inverters detected in this parallel system. Data code: 40104.ParallelNum,uint16,N/A,Parallel,,Level of Detail: Complete; Equipment: Inverter; Component: AC Side; Type of Data: Settings; Feature: Parallel
ss40k_inverter,40104,Role,fixed,Role,Inverter Role,Value from Site Configuration Inverter/Parallel. Reports whether this inverter is acting as Primary (sometimes called the Master) or Secondary in the current parallel configuration. Data code: 40104.Role,enum16,N/A,Parallel,,Level of Detail: Complete; Equipment: Inverter; Component: AC Side; Type of Data: Settings; Type of Data: Status; Feature: Parallel
ss40k_inverter,40104,ParallelPhase,fixed,ParallelPhase,Reported Phase,Value from Site Configuration Inverter/Parallel. Reports which phase (R / S / T) this inverter is currently serving in the parallel system. Data code: 40104.ParallelPhase,enum16,N/A,Parallel,"{1: 'R', 2: 'S', 3: 'T'}",Level of Detail: Complete; Equipment: Inverter; Component: AC Side; Type of Data: Settings; Type of Data: Status; Feature: Parallel
ss40k_inverter,40104,reserved25,fixed,reserved25,reserved25,Reserved Data code: 40104.reserved25,string,string,Parallel,,
ss40k_inverter,40104,A_SF,fixed,A_SF,A_SF,A_SF Data code: 40104.A_SF,sunssf,sunssf,Scale Factors,,
ss40k_inverter,40104,V_SF,fixed,V_SF,V_SF,V_SF Data code: 40104.V_SF,sunssf,sunssf,Scale Factors,,
ss40k_inverter,40104,W_SF,fixed,W_SF,W_SF,W_SF Data code: 40104.W_SF,sunssf,sunssf,Scale Factors,,
ss40k_inverter,40104,KW_SF,fixed,KW_SF,KW_SF,KW_SF Data code: 40104.KW_SF,sunssf,sunssf,Scale Factors,,
ss40k_inverter,40104,PF_SF,fixed,PF_SF,PF_SF,PF_SF Data code: 40104.PF_SF,sunssf,sunssf,Scale Factors,,
ss40k_inverter,40104,Hz1_SF,fixed,Hz1_SF,Hz1_SF,Hz1_SF Data code: 40104.Hz1_SF,sunssf,sunssf,Scale Factors,,
ss40k_inverter,40104,Hz2_SF,fixed,Hz2_SF,Hz2_SF,Hz2_SF Data code: 40104.Hz2_SF,sunssf,sunssf,Scale Factors,,
ss40k_inverter,40104,Time_SF,fixed,Time_SF,Time_SF,Time_SF Data code: 40104.Time_SF,sunssf,sunssf,Scale Factors,,
ss40k_inverter,40104,Time1_SF,fixed,Time1_SF,Time1_SF,Time1_SF Data code: 40104.Time1_SF,sunssf,sunssf,Scale Factors,,
ss40k_inverter,40104,Time2_SF,fixed,Time2_SF,Time2_SF,Time2_SF Data code: 40104.Time2_SF,sunssf,sunssf,Scale Factors,,
ss40k_inverter,40104,Resistance_SF,fixed,Resistance_SF,Resistance_SF,Resistance_SF Data code: 40104.Resistance_SF,sunssf,sunssf,Scale Factors,,
ss40k_inverter,40104,Ah_SF,fixed,Ah_SF,Ah_SF,Ah_SF Data code: 40104.Ah_SF,sunssf,sunssf,Scale Factors,,
ss40k_inverter,40104,Droop1_SF,fixed,Droop1_SF,Droop1_SF,Droop1_SF Data code: 40104.Droop1_SF,sunssf,sunssf,Scale Factors,,
ss40k_inverter,40104,Droop2_SF,fixed,Droop2_SF,Droop2_SF,Droop2_SF Data code: 40104.Droop2_SF,sunssf,sunssf,Scale Factors,,
ss40k_inverter,40104,Percentage1_SF,fixed,Percentage1_SF,Percentage1_SF,Percentage1_SF Data code: 40104.Percentage1_SF,sunssf,sunssf,Scale Factors,,
ss40k_inverter,40104,Percentage2_SF,fixed,Percentage2_SF,Percentage2_SF,Percentage2_SF Data code: 40104.Percentage2_SF,sunssf,sunssf,Scale Factors,,
ss40k_inverter,40104,Percentage3_SF,fixed,Percentage3_SF,Percentage3_SF,Percentage3_SF Data code: 40104.Percentage3_SF,sunssf,sunssf,Scale Factors,,
ss40k_inverter,40104,reserved26,fixed,reserved26,reserved26,Reserved Data code: 40104.reserved26,string,string,Scale Factors,,
ss40k_envyspecific,40200,ID,fixed,ID,ID,ID,uint16,N/A,General,,
ss40k_envyspecific,40200,L,fixed,L,L,L,uint16,N/A,General,,
ss40k_envyspecific,40200,siteID,fixed,siteID,siteID,siteID,uint32,N/A,Site information,,
ss40k_envyspecific,40200,reserved1,fixed,reserved1,Reserved,Reserved,string,N/A,Site information,,
ss40k_envyspecific,40200,SN,fixed,SN,Device Serial number,Device Serial number,string,N/A,PCS information,,
ss40k_envyspecific,40200,vPvDcBus,fixed,vPvDcBus,PV DC bus Voltage,PV DC bus Voltage,uint16,V,PCS information,,
ss40k_envyspecific,40200,vBatDcBus,fixed,vBatDcBus,Battery DC bus Voltage,Battery DC bus Voltage,uint16,V,PCS information,,
ss40k_envyspecific,40200,vBusP,fixed,vBusP,PV DC bus P voltage,PV DC bus P voltage,uint16,V,PCS information,,
ss40k_envyspecific,40200,vBusN,fixed,vBusN,PV DC bus N voltage,PV DC bus N voltage,uint16,V,PCS information,,
ss40k_envyspecific,40200,intFault,fixed,intFault,internalFault,internalFault,uint16,N/A,PCS information,,
ss40k_envyspecific,40200,ocpCnt,fixed,ocpCnt,OCP Cnt,OCP Cnt,uint16,N/A,PCS information,,
ss40k_envyspecific,40200,GridOnOffcnt,fixed,GridOnOffcnt,Grid OnOff Cnt,Grid OnOff Cnt,uint16,N/A,PCS information,,
ss40k_envyspecific,40200,invMode,fixed,invMode,Inverter Mode,Inverter Mode,uint16,N/A,PCS information,,
ss40k_envyspecific,40200,acInputType,fixed,acInputType,AC Input Type,AC Input Type,enum16,N/A,PCS information,"{'0': 'Grid', '1': 'Generator'}",
ss40k_envyspecific,40200,reserved2,fixed,reserved2,Reserved,Reserved,string,N/A,PCS information,,
ss40k_envyspecific,40200,reserved3,fixed,reserved3,Reserved,Reserved,string,N/A,DC-PV,,
ss40k_envyspecific,40200,nBatPar,fixed,nBatPar,Number of batteries in parallel,Number of batteries in parallel,uint16,N/A,Battery,,
ss40k_envyspecific,40200,iBatBms,fixed,iBatBms,BatCurrent_BMS,BatCurrent_BMS,int32,A,Battery,,
